english,portuguese
played,"[played] tocou, jogamos, jogado, brincado, brincamos, brincar, brincaram, brincava, brincavam, brincou, brincávamos, brinquei, disputado, disputamos, disputar, disputaram, disputava, disputavam, disputei, disputou, disputávamos, fizemos, fizeram, interpretou, jogado contra, jogar, jogar contra, jogaram, jogaram contra, jogava, jogava contra, jogavam, jogavam contra, jogou, jogou contra, joguei, joguei contra, jogávamos, jogávamos contra, tocado, tocamos, tocaram, tocava, tocavam, tocávamos, toquei"
player,"[player] artista, executante, instrumentista, jogador, jogador de, jogadora, jogadores, praticamente"
players,"[players] artistas, executantes, instrumentistas, jogador, jogadora, jogadoras, jogadores, jogadores de"
playing,"[playing] tocando, jogar, brincando, atuar, atuação, brincar, disputando, jogado, jogando, jogando contra, jogar contra, tocado, tocar"
plays,"[plays] joga, brinca, brincadeiras, brincar, disputa, disputar, faz, folgas, interpreta, joga contra, jogar, jogar contra, jogos, margem, peças, toca, tocar"
pleasant,[pleasant] agradável
please,"[please] por favor, agrada a, agradam a, agradar a, agradaria a, agradariam a, agradará a, agrado a, dar prazer a, daria prazer a, dariam prazer a, dará prazer a, dou prazer a, dá prazer a, dão prazer a"
pleased,"[pleased] dado prazer (a), deram prazer (a), dei prazer (a), agradado (a), agradar (a), agradaram (a), agradava (a), agradavam (a), agradei (a), agradou (a), contente, contentes, dar prazer (a), dava prazer (a), davam prazer (a), deu prazer (a), satisfeita, satisfeitas, satisfeito, satisfeitos"
pleasure,"[pleasure] prazer, gosto"
plus,"[plus] e além disso, positivo, qualidade positiva, mais, além disso"
poetry,[poetry] poesia
point,"[point] ponto, aponta, apontam, apontamos, apontar, apontarei, apontará, apontarão, aponto, indica, indicam, indicamos, indicar, indicarei, indicará, indicarão, indico, ponta, questão, razão, sentido, tomada, vírgula"
points,"[points] pontos, aponta, apontar, indica, pontas, sentidos, tomadas"
police,"[police] polícia, policia, policial, policiam, policiamos, policiar, policiaram, policiarei, policiaremos, policiaria, policiará, policiaríamos, policio, policiou"
police officer,[police officer]
polite,"[polite] educado, educada"
pool,"[pool] piscina, bilhar, conjunto, sinuca"
poor,"[poor] pobre, pobres, maus, medíocre, ruim"
pop,[pop] pop
popular,"[popular] popular, conhecidos, na moda, em voga, populares"
population,[population] população
pork,[pork] carne de porco
port,"[port] porto, (vinho do) Porto"
portugal,[portugal] Portugal
portuguese,"[portuguese] português, portuguesa, portugueses"
position,"[position] cargo, posição, posto, coloca, colocam, colocar, colocaria, colocação, coloco, lugar, situação"
positions,"[positions] colocação, colocar, situação, coloca, posição, cargos, lugares, posições"
positive,"[positive] certa, certo, positiva, positivo"
possibilities,"[possibilities] possibilidades, possibilidade"
possibility,[possibility] possibilidade
possible,"[possible] possível, possíveis, potencial"
possibly,"[possibly] possivelmente, talvez"
post office,[post office] agência dos correios
postcard,"[postcard] cartão, cartão-postal, postal"
powder,"[powder] pó, pó-de-arroz, empoar, polvilha, polvilham, polvilhamos, polvilhar, polvilho"
power,"[power] poder, energia, força, corrente, potência"
practice,"[practice] prática, pratico, ensaiar, exercito, exercício, pratica, praticar, treinar, treine, treino, uso"
practiced,"[practiced] practiced, treinei, treinou, ensaiou, praticado, ensaiamos, treinado, praticamos"
preparation,[preparation] preparação
prepare,"[prepare] preparar, preparar-se, prepare-se, me preparar, prepara, preparam, preparamos, preparas, prepare, preparo, preparou, prepará, se preparar"
present,"[present] presente, apresentar, apresentam, apresenta, apresentada, apresentamos, apresentarei, apresentaremos, apresentaria, apresentariam, apresentará, apresentarão, apresento, apresentou, damos, dar, darei, daremos, daria, dariam, dará, darão, deu, dou, dá, dão"
presentation,[presentation] apresentação
presents,"[presents] presentes, apresenta, apresentar, dar, dá, presente, presenteia"
president,"[president] presidente, presidenta"
press,"[press] imprensa, passariam a ferro, passaremos a ferro, apertar, carrega, carregam, carregar, carregarei, carregaremos, carregaria, carregariam, carrego, espreme, espremem, espremer, espremerei, espremeremos, espremeria, espremeriam, espremo, lagar, passa a ferro, passam a ferro, passar a ferro, passarei a ferro, passaria a ferro, passo a ferro, prensa, pressiona, pressionam, pressionar, pressionarei, pressionaremos, pressionaria, pressionariam, pressione, pressiono"
prettier,"[prettier] mais bonita, mais bonito, mais bonitas, mais bela, mais belas, mais belo, mais belos, mais bonitos"
pretty,"[pretty] bonita, bonito, bem, bastante, bela, belas, belo, bonitas, consideravelmente, linda, lindas, lindo, lindos, razoavelmente"
prevent,"[prevent] evitar, impedir, prevenir, evita, impede, impedem, impedimos, impedirei, impediremos, impediria, impediriam, impedirá, impediríamos, impeço, previne"
previous,"[previous] anterior, anteriores, antes, precedente, prévio"
previously,"[previously] anteriormente, antes, previamente"
price,"[price] preço, marcam o preço de, marcaria o preço de, marca o preço de, marcamos o preço de, marcar o preço de, marcarei o preço de, marcariam o preço de, marcará o preço de, marcarão o preço de, marco o preço de, preços"
prince,[prince] príncipe
prison,"[prison] prisão, cadeia, presídio"
private,"[private] particular, privada, privado, particulares, privadas, privados"
prize,"[prize] prêmio, perfeito, premiado, prémio"
probably,[probably] provavelmente
problem,"[problem] problema, problema de, probleminha"
problems,"[problems] problemas, problema"
produce,"[produce] produzir, produzem, produz, fabricam, fabricamos, fabricar, fabricaram, fabrico, produtos (agrícolas), produzimos, produziram, produzo"
produces,"[produces] produz, produtos (agrícolas), dá, fabrica, fabricar, fabricares, produzir, produzires"
product,[product] produto
production,"[production] produção, encenação"
products,[products] produtos
profession,[profession] profissão
professional,"[professional] profissional, de profissional, que exerce uma profissão liberal, profissionais"
professionals,"[professionals] profissionais, de profissional, que exerce uma profissão liberal"
professor,"[professor] professor, professor universitário, professora universitária, professora"
professors,"[professors] professores, profas universitárias, professoras, profs universitários"
profile,[profile] perfil
program,"[program] programa, programam, programariam"
programs,"[programs] programas, programa, programar"
progress,"[progress] progredi, progredir, progridem, caminho, progredisse, progride, caminhar, progrido, progredimos, progresso"
project,"[project] projeto, trabalho"
projects,"[projects] projetos, projectos"
promotion,[promotion] promoção
properties,"[properties] propriedades, bem, bens, imóveis, imóvel, posse, posses, propriedade"
property,"[property] propriedade, imóvel, bem, bens, posse"
protection,"[protection] proteção, protecção"
publication,[publication] publicação
pure,"[pure] puro/pura, limpo"
purple,"[purple] roxas, roxa, roxo, roxos"
purpose,"[purpose] propósito, firmeza, motivo, objetivo"
put,"[put] colocar, colocou, pôr, botam, botamos, botas, coloca, colocado, colocam, colocamos, colocaram, colocarei, colocaria, colocariam, colocará, colocarão, colocava, colocavam, coloco, colocá, colocávamos, coloque, coloquei, coloquem, dar, farei, faria, farão, faz, fazem, fazer, fazia, faço, fez, fiz, fizemos, fizeram, guarde, pomos, ponha, ponho, porei, poria, poriam, porá, porão, posta, punha, punham, pus, pusemos, puseram, pôs, põe, põem, púnhamos"
put down,[put down] largue
put on,"[put on] calço, pusemos, vestir, passou, visto, colocar, ponha, passado, veste, pôs, pôr, botas, botam, calçamos, ponho, passamos, passar, calça, coloque"
put your coat on,[put your coat on]
puts,"[puts] coloca, põe, colocar, faz, fazer, pôr"
qualities,"[qualities] qualidades, qualidade"
quality,[quality] qualidade
quantities,"[quantities] quantidades, quantidade"
quantity,[quantity] quantidade
quarter past,[quarter past]
quarter to,[quarter to]
queen,"[queen] rainha, dama"
question,"[question] pergunta, questão, interrogação, interroga, interrogam, interrogar, interrogaram, interrogarei, interrogaria, interrogariam, interrogará, interrogarão, interrogo, interrogou, perguntam, perguntar, perguntaram, perguntarei, perguntariam, perguntará, perguntarão, pergunto, perguntou"
questions,"[questions] perguntas, pergunta, interroga, interrogar, interrogação, perguntar, questão, questões"
quickly,"[quickly] rapidamente, rápido, depressa"
quite,"[quite] bem, bastante"
racket,"[racket] raquete, barulheira, negociata, roubalheira"
radio,[radio] rádio
rain,"[rain] chover, chuva, chova, chove"
rained,"[rained] choveu, chovido, chovia"
raining,"[raining] chovendo, chover, a chover, chovido"
rains,"[rains] chove, chover, chuvas, chova"
raise,"[raise] criamos, angariam, angariamos, angariar, angariaremos, angariaria, angariará, angariarão, angario, angariámos/angariamos, aumentam, aumentamos, aumentar, aumentaremos, aumentaria, aumentará, aumentarão, aumento, aumentámos/aumentamos, criam, criar, criaremos, criaria, criará, criarão, crio, ergo, erguem, erguemos, erguer, ergueremos, ergueria, erguerá, erguerão, faremos, faria, fará, farão, fazem, fazemos, fazer, faço, fizemos, levanta, levantam, levantamos, levantar, levantaremos, levantaria, levantará, levantarão, levante, levanto, levantámos/levantamos, obtemos, obtenho, obter, obteremos, obteria, obterá, obterão, obtivemos, obtêm, sobem, subimos, subir, subiremos, subiria, subirá, subirão, subo"
ran,"[ran] derreti, correu, correr, mantivemos, tinha, estava em cartaz, dirigimos, candidatar-se, circulava, dirigiram, passávamos, circulou, passar, geriram, estavam em cartaz, manteve, corrida, funcionavam, tinham, passava, funcionar, mantive, desbotava, pingavam, pinguei, dirigir, dirigiu, participei em, deixei correr, dirigia, pingar, andou, andávamos, deixávamos correr, gerimos, ter, corro, corriam, passeio, derretia, pingávamos, mantinham, geríamos, desbotei, corremos, participar em, andava, pingava, circulei, participaram em, andei, circularam, funcionava, geriam, derretemos, participávamos em, tínhamos, deixar correr, derretíamos, estávamos em cartaz, andar, dirigi, mantínhamos, dirigíamos, deixaram correr, geria, geri, esteve em cartaz, gerir, passei, geriu, desbotou, funcionei, andavam, mantinha, circulavam, estar em cartaz, funcionávamos, desbotaram, estivemos em cartaz, deixava correr, tive, deixavam correr, desbotavam, estiveram em cartaz, teve, participava em, estive em cartaz, participavam em, desbotávamos, ponto, derreteu, derreteram, derreter, derretiam, corri, ida, tiveram, circulávamos, funcionaram, tivemos, participou em, passou, passavam, pingaram, circular, passaram, desbotar, andaram, correram, funcionou, mantiveram, correria, pingou, deixou correr, dirigiam, corria, manter"
rap,[rap] rap
razor,"[razor] barbeador, gilete, lâmina de barbear"
reach,"[reach] chegar, chegar a atingir, chego a atingir, alcance, alcança, alcançam, alcançamos, alcançar, alcançarei, alcançarem, alcanço, alcançou, atingimos, chega, chega a atingir, chegam, chegam a atingir, chegamos, chegamos a atingir, chegarei, chegarei a atingir, chegarmos, chego, chegou, contatar, estender-se, passa, passam, passamos, passar, passarei, passo"
reached,"[reached] alcançou, chegado, chegou, alcancei, alcançado, alcançamos, alcançar, alcançaram, alcançaremos, alcançaria, alcançará, alcançarão, alcançava, alcançavam, alcançávamos, atingimos, chegado a atingir, chegamos, chegamos a atingir, chegar, chegar a atingir, chegaram, chegaram a atingir, chegaremos, chegaremos a atingir, chegará, chegará a atingir, chegarão, chegarão a atingir, chegava, chegava a atingir, chegavam, chegavam a atingir, chegou a atingir, cheguei, cheguei a atingir, chegávamos, chegávamos a atingir, contatar, estender-se, passado, passamos, passar, passaram, passaremos, passará, passarão, passava, passavam, passei, passou, passámos/passamos, passávamos"
read,"[read] ler, leio, leem, interpretou, leia, leiam, leitura, lemos, leram, lerei, leremos, leres, leria, leriam, lerá, lerão, leu, li, lia, liam, lido, lê, líamos"
reading,"[reading] ler, lendo, leitura, a leitura, indicando, interpretando, leres, lido, marcando, registo, registro"
reads,"[reads] lê, ler, indica, indicar"
ready,"[ready] pronto, preparadas, pronta, prontas, prontos"
real,"[real] real, verdadeira, autêntica, autênticas, autêntico, autênticos, de verdade, reais, realmente, verdadeiras, verdadeiro, verdadeiros"
reality,[reality] realidade
really,"[really] realmente, mesmo, de verdade, bastante, jura, mesma, muita, muito, na verdade, sério, é mesmo, é sério"
reason,"[reason] razão, motivo, argumentar, argumento, raciocinar, raciocínio"
reasons,"[reasons] razões, motivos, argumenta, argumentar, raciocina, raciocinar, razão"
receives,"[receives] recebe, ganha, receber"
recent,"[recent] recente, recentes"
recently,[recently] recentemente
record,"[record] recorde, registro, disco, (nós) gravarmos, arquivo, grave, histórica, histórico, menção, nota, record(e)"
records,"[records] registros, arquivo, arquivos, disco, discos, histórico, históricos, menção, nota, notas, record(e), registro"
recover,"[recover] recuperar, recuperar-se, restabelecer-se, recupera, recuperam, recuperamos, recuperarei, recuperaremos, recuperará, recuperarão"
red,"[red] encarnado, ruiva, ruivas, ruivo, ruivos, tinto, vermelha, vermelhas, vermelho, vermelhos"
region,"[region] região, local, lugar, zona, área"
regions,"[regions] regiões, locais, lugares, região, zonas, áreas"
regular,"[regular] normal, comum, autêntico, cliente habitual, habitual, perfeito, regular, verdadeiro"
relation,"[relation] relação, parente, relações"
relations,"[relations] parentes, relacionamentos, relações"
relationship,"[relationship] relação, relacionamento, ligação, parentesco, relacionamentos, relações"
religion,[religion] religião
